model,batch_mode,bifurcation,shift_sigma,seed,decipher_seed,arm,rho,rho_plus,rho_minus,branch_asw,r2_overall,r2_per_gene_median,trained_h5ad,error,seconds
model5,genes,nobif,2.0,3,1,Set3 zx2,0.9753134195244452,,,,0.9396457310149543,0.9130623506109931,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma2.0_seed3_model5_nobif_genes.h5ad,,155.1
model5,genes,nobif,2.0,5,1,Set3 zx2,0.8662524664211154,,,,0.9330277119047464,0.9086974291078805,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma2.0_seed5_model5_nobif_genes.h5ad,,194.3
model5,genes,nobif,2.0,4,1,Set3 zx2,0.8621599734259906,,,,0.9384764665837143,0.9104582746272878,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma2.0_seed4_model5_nobif_genes.h5ad,,243.5
model5,genes,nobif,5.0,3,1,Set3 zx2,0.8679909345380212,,,,0.9587489316416264,0.9465586152018961,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma5.0_seed3_model5_nobif_genes.h5ad,,238.5
model5,genes,nobif,7.5,5,1,Set3 zx2,0.6543987147175778,,,,0.9719384858073666,0.9668184547638737,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma7.5_seed5_model5_nobif_genes.h5ad,,222.1
model5,genes,nobif,10.0,5,1,Set3 zx2,0.4120779807582775,,,,0.9782627418596973,0.9759279027057206,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma10.0_seed5_model5_nobif_genes.h5ad,,212.7
model5,genes,nobif,7.5,4,1,Set3 zx2,0.7297911631425722,,,,0.9718869173082555,0.9697919713416863,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma7.5_seed4_model5_nobif_genes.h5ad,,232.4
model5,genes,nobif,7.5,3,1,Set3 zx2,0.8745402393940744,,,,0.96645398994232,0.959124392363991,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma7.5_seed3_model5_nobif_genes.h5ad,,244.0
model5,genes,nobif,5.0,4,1,Set3 zx2,0.8825196778821234,,,,0.968989213675448,0.9601873006515738,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma5.0_seed4_model5_nobif_genes.h5ad,,254.3
model5,genes,nobif,10.0,3,1,Set3 zx2,0.7530350250522039,,,,0.9717362545389258,0.9658230759959652,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma10.0_seed3_model5_nobif_genes.h5ad,,242.2
model5,genes,nobif,10.0,4,1,Set3 zx2,0.7278190228078513,,,,0.977689032179803,0.976213456094198,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma10.0_seed4_model5_nobif_genes.h5ad,,253.9
model5,genes,nobif,5.0,5,1,Set3 zx2,0.7612018588109659,,,,0.9693246665212679,0.9612974766510782,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma5.0_seed5_model5_nobif_genes.h5ad,,332.5
