,cell_id,group
355215,agcndoen-1,tumor
355217,agcnhbjo-1,tumor
355218,agcnhldh-1,macrophage
355219,agcnifia-1,tumor
355221,agcoaaje-1,tumor
355222,agcobmag-1,tumor
355224,agcocmal-1,tumor
355225,agcoddam-1,tumor
355226,agcohehd-1,fibroblast
355227,agcoiaec-1,endothelial
355229,agcoimkf-1,tumor
355231,agcpamph-1,tumor
355232,agcpcibc-1,fibroblast
355233,agcpdhfm-1,tumor
355234,agcpecbl-1,tumor
355235,agcpfegi-1,epithelial
355236,agcpfglm-1,tumor
355238,agcpiakn-1,tumor
355239,agcpjapg-1,tumor
355240,agcplaac-1,tumor
355241,agcpmaon-1,mesenchymal
355243,agcpojed-1,tumor
355244,agcpphma-1,DC
355246,agdabfif-1,tumor
355247,agdacpdn-1,tumor
355248,agdagbna-1,CD4 Prol.
355249,agdahfbm-1,tumor
355250,agdapfel-1,endothelial
355251,agdbbaaf-1,fibroblast
355252,agdbchmn-1,tumor
355253,agdbimoh-1,tumor
355255,agdbnbnb-1,tumor
355256,agdbnlen-1,tumor
355257,agdboedk-1,tumor
355258,agdboifh-1,tumor
355259,agdbpgpa-1,mesenchymal
355260,agdcffdl-1,tumor
355262,agdchigj-1,mixed_immune
355263,agdcigbe-1,fibroblast
355265,agdcoimn-1,tumor
355266,agdcolfo-1,tumor
355267,agddacbo-1,tumor
355268,agddadgl-1,tumor
355270,agddcbog-1,tumor
355271,agddcnmc-1,mixed_stromal
355272,agddefhi-1,mixed_immune
355273,agddfhff-1,CD4 Treg
355274,agddgfnd-1,tumor
355275,agddkllm-1,tumor
355277,agddnmka-1,tumor
355278,agddonmj-1,tumor
355279,agddpila-1,tumor
355280,agddpokf-1,fibroblast
355282,agdebhnl-1,tumor
355283,agdebkmj-1,endothelial
355284,agdecbli-1,tumor
355285,agdeffoa-1,tumor
355286,agdehkfp-1,CD4 Treg
355287,agdeinoi-1,tumor
355288,agdejaak-1,CD8 TEx
355290,agdekmjo-1,tumor
355291,agdelkie-1,tumor
355292,agdemibj-1,tumor
355293,agdenifg-1,tumor
355294,agdennan-1,tumor
355295,agdepgco-1,mixed_stromal
355296,agdfddel-1,tumor
355297,agdfjlni-1,tumor
355298,agdfllca-1,tumor
355299,agdfnefc-1,tumor
355301,agdgfbem-1,endothelial
355302,agdgfehj-1,tumor
355303,agdgfpgk-1,tumor
355304,agdgidco-1,tumor
355305,agdgjocm-1,tumor
355306,agdgnnnn-1,tumor
355307,agdgoien-1,tumor
355308,agdhagmn-1,tumor
355309,agdhbfab-1,plasma b
355310,agdhfhle-1,monocyte
355311,agdhfmon-1,tumor
355314,agdhigcn-1,tumor
355315,agdhiiga-1,endothelial
355316,agdhkmpg-1,tumor
355318,agdhmkni-1,mixed_stromal
355319,agdhmonb-1,tumor
355320,agdhnphj-1,tumor
355321,agdhojbb-1,tumor
355322,agdhpnkb-1,tumor
355323,agdibpln-1,tumor
355324,agdiehan-1,tumor
355325,agdielmc-1,fibroblast
355326,agdifhgl-1,tumor
355327,agdigeao-1,endothelial
355328,agdigkfo-1,cDC1
355329,agdigkki-1,tumor
355330,agdikgdd-1,endothelial
355331,agdioech-1,tumor
355333,agdjcggm-1,tumor
355335,agdjdngb-1,fibroblast
355336,agdjfnhd-1,tumor
355337,agdjgopi-1,tumor
355338,agdkalom-1,mixed_stromal
355339,agdkboae-1,tumor
355340,agdkcdgk-1,tumor
355341,agdkcnik-1,plasma b
355342,agdkgkcd-1,tumor
355343,agdkikea-1,tumor
355344,agdkmiki-1,tumor
355345,agdkmmlk-1,fibroblast
355346,agdkndcg-1,tumor
355347,agdkogfh-1,mixed_stromal
355348,agdlbcok-1,tumor
355349,agdlceak-1,tumor
355350,agdlcfcp-1,tumor
355351,agdlclai-1,tumor
355353,agdllidb-1,epithelial
355354,agdlmedl-1,tumor
355355,agdlopna-1,tumor
355356,agdmbiml-1,tumor
355357,agdmcelh-1,tumor
355358,agdmfiei-1,epithelial
355359,agdmgoda-1,tumor
355360,agdmiigl-1,mixed_APC
355361,agdmjmep-1,tumor
355362,agdmkgmj-1,tumor
355363,agdmmfbl-1,tumor
355364,agdmodoj-1,fibroblast
355365,agdncono-1,tumor
355366,agdndanm-1,fibroblast
355367,agdneijp-1,tumor
355368,agdnhgep-1,tumor
355369,agdniicb-1,tumor
355370,agdnlccd-1,tumor
355371,agdnnnno-1,tumor
355373,agdnpbok-1,plasma b
355374,agdobaop-1,tumor
355375,agdolgkh-1,tumor
355377,agdpefdp-1,macrophage
355378,agdpjpgo-1,tumor
355379,agdpkach-1,plasma b
355380,agdpofni-1,macrophage
355381,ageabhga-1,tumor
355382,ageabmgi-1,endothelial
355383,ageafabb-1,tumor
355384,ageaggja-1,tumor
355385,ageakjae-1,mixed_APC
355388,ageamijj-1,tumor
355389,ageanigm-1,tumor
355390,ageaphen-1,tumor
355391,agebbhfl-1,CD8 EM
355392,agebbplo-1,tumor
355393,agebdfij-1,fibroblast
355394,agebhimj-1,tumor
355395,agebhnai-1,tumor
355396,agebogfb-1,mesenchymal
355398,agecgmja-1,mesenchymal
355399,ageckfim-1,tumor
355401,agedcccc-1,tumor
355402,agedcpeo-1,monocyte
355403,ageddfbp-1,tumor
355405,agedhdbi-1,mixed_APC
355406,agedhpac-1,tumor
355407,agedibpm-1,tumor
355408,agedjcih-1,tumor
355410,agedlhbo-1,tumor
355411,agedlncg-1,mesenchymal
355412,agedpcfb-1,tumor
355413,agedpemi-1,tumor
355417,ageefpni-1,tumor
355418,ageelfgl-1,mixed_APC
355419,ageencoi-1,tumor
355420,ageeocem-1,tumor
355421,ageeomgd-1,NK cell
355422,ageepcpe-1,tumor
355423,ageepfhf-1,tumor
355424,agefamgl-1,tumor
355425,agefcjlm-1,DC
355426,agefddgo-1,tumor
355427,agefdpen-1,mixed_stromal
355428,agefebbi-1,tumor
355429,ageffamc-1,tumor
355430,ageffhjb-1,tumor
355431,agefhhia-1,tumor
355432,agefibio-1,tumor
355433,ageflfie-1,fibroblast
355434,agefnhde-1,macrophage
355437,agefpine-1,mixed_APC
355438,agegbfco-1,fibroblast
355439,agegchdi-1,tumor
355440,agegclai-1,tumor
355441,agegdfke-1,tumor
355443,agegfecj-1,mixed_APC
355444,agegffhj-1,tumor
355445,agegfimg-1,tumor
355446,ageggaic-1,tumor
355447,agegljgc-1,tumor
355448,agegnhjf-1,tumor
355450,agehbnlb-1,tumor
355451,agehhfbj-1,tumor
355452,agehilaj-1,fibroblast
355453,agehjbji-1,tumor
355454,agehjcme-1,tumor
355455,agehmdki-1,tumor
355456,agehnbgl-1,tumor
355457,ageiaakn-1,tumor
355458,ageichfn-1,macrophage
355460,ageifpka-1,DC
355461,ageigclk-1,tumor
355462,ageigfon-1,b cell
355463,ageiibhc-1,epithelial
355464,ageiingl-1,tumor
355465,ageikfai-1,tumor
355466,ageilach-1,epithelial
355468,ageioepj-1,tumor
355469,agejcmao-1,tumor
355471,agejenhb-1,tumor
355472,agejhikp-1,tumor
355475,agekajmp-1,tumor
355476,agekaojl-1,mixed_APC
355477,agekbglc-1,macrophage
355478,agekbllf-1,tumor
355479,agekckbe-1,tumor
355480,agekgfga-1,tumor
355481,ageklcmn-1,tumor
355482,agekleeg-1,tumor
355483,agekngmg-1,tumor
355484,agekpgml-1,tumor
355485,agelagep-1,endothelial
355486,agelbmhf-1,mixed_APC
355487,agelcnop-1,macrophage
355488,ageldcod-1,tumor
355489,ageldpoo-1,tumor
355492,agelmlil-1,tumor
355493,agelncah-1,tumor
355495,agelpepc-1,fibroblast
355496,agembdan-1,tumor
355497,agemcfhn-1,tumor
355498,agemgiah-1,DC
355499,agemhpjo-1,tumor
355500,agemiodg-1,tumor
355502,agemkgdo-1,tumor
355504,agemkogg-1,tumor
355505,agemljbj-1,tumor
355506,agemoajn-1,tumor
355507,agenbohb-1,tumor
355508,agencjpl-1,tumor
355509,agenclne-1,tumor
355510,agenednd-1,tumor
355511,agengecl-1,tumor
355512,agenllko-1,tumor
355513,agenmmka-1,epithelial
355514,agenpbco-1,tumor
355515,ageoabpn-1,macrophage
355516,ageobpka-1,tumor
355519,ageoehlj-1,tumor
355520,ageofhol-1,tumor
355521,ageojdkn-1,tumor
355522,ageojhne-1,tumor
355523,ageokcan-1,b cell
355525,ageomkef-1,tumor
355526,ageoocbm-1,tumor
355527,agepblod-1,tumor
355528,agepckoj-1,tumor
355529,agepdnmg-1,endothelial
355530,agepeakh-1,tumor
355531,agepfgge-1,endothelial
355532,agepmcjm-1,tumor
355533,agfafdfj-1,tumor
355534,agfajhjk-1,fibroblast
355535,agfajlmm-1,tumor
355536,agfajlod-1,tumor
355537,agfamnno-1,fibroblast
355538,agfaogla-1,tumor
355539,agfaokck-1,fibroblast
355540,agfbefji-1,tumor
355541,agfbface-1,tumor
355542,agfbhehh-1,tumor
355543,agfbinnd-1,tumor
355544,agfbmfbn-1,CD4 N/CM
355545,agfbomak-1,tumor
355546,agfccemi-1,tumor
355547,agfcehmg-1,fibroblast
355548,agfcgmgf-1,tumor
355549,agfchbgg-1,fibroblast
355550,agfciiog-1,fibroblast
355551,agfcijio-1,tumor
355552,agfcjglo-1,tumor
355553,agfckgce-1,tumor
355554,agfcmfaf-1,tumor
355555,agfdbijn-1,tumor
355556,agfddbed-1,plasma b
355557,agfdfcog-1,tumor
355558,agfdifee-1,tumor
355559,agfdkfao-1,DC
355561,agfdmcbe-1,fibroblast
355562,agfdmiei-1,tumor
355563,agfeblgm-1,tumor
355564,agfegcjd-1,fibroblast
355566,agfehpao-1,tumor
355568,agfejijg-1,endothelial
355569,agfelgdc-1,mixed_immune
355570,agfemkjf-1,mixed_immune
355571,agfencij-1,tumor
355572,agfendfe-1,tumor
355573,agfenfai-1,tumor
355574,agfenmij-1,tumor
355576,agfeplon-1,macrophage
355577,agfepnjg-1,tumor
355579,agffeffk-1,tumor
355581,agffgnfb-1,tumor
355582,agffgola-1,tumor
355583,agffjgbh-1,tumor
355585,agffokpg-1,tumor
355586,agffpejf-1,tumor
355587,agfgcbon-1,fibroblast
355588,agfgcppj-1,tumor
355589,agfgffgd-1,tumor
355590,agfgfpfc-1,endothelial
355591,agfggcnc-1,tumor
355592,agfgggmf-1,tumor
355593,agfgieck-1,cDC2
355594,agfgjkeo-1,tumor
355595,agfgkdla-1,fibroblast
355596,agfgnnoh-1,tumor
355597,agfgnpdb-1,mixed_stromal
355598,agfhbfdh-1,tumor
355599,agfhcceg-1,endothelial
355600,agfhcomp-1,tumor
355601,agfheafm-1,tumor
355603,agfhlhgg-1,tumor
355604,agfhmjlp-1,tumor
355606,agfhokan-1,tumor
355607,agfiagmb-1,tumor
355608,agfibipm-1,tumor
355609,agfibpip-1,macrophage
355610,agfigcfn-1,tumor
355611,agfigjea-1,tumor
355613,agfinhhg-1,tumor
355615,agfjackf-1,fibroblast
355616,agfjbcnh-1,tumor
355617,agfjcdbd-1,tumor
355618,agfjcmcn-1,tumor
355619,agfjdfke-1,tumor
355620,agfjgfpk-1,fibroblast
355621,agfjggfp-1,endothelial
355622,agfjijcl-1,tumor
355623,agfjipig-1,mesenchymal
355624,agfjjlmh-1,tumor
355627,agfkbbal-1,tumor
355629,agfkckoj-1,tumor
355630,agfkdlif-1,tumor
355634,agfkjgim-1,tumor
355635,agfkmknb-1,b cell
355636,agfkpdpb-1,tumor
355637,agfkpfhg-1,tumor
355638,agflanep-1,tumor
355639,agfldkfm-1,tumor
355641,agflgnpo-1,tumor
355642,agflhagg-1,tumor
355643,agflkaeh-1,tumor
355644,agflljnp-1,tumor
355645,agflmjia-1,mixed_immune
355646,agfmacme-1,tumor
355647,agfmbboi-1,fibroblast
355648,agfmdajg-1,tumor
355649,agfmeajo-1,tumor
355650,agfmemek-1,endothelial
355651,agfmfkbg-1,tumor
355652,agfmhbea-1,tumor
355653,agfmhkgm-1,mixed_APC
355654,agfmhkpl-1,tumor
355655,agfmjgof-1,tumor
355656,agfmkbpb-1,tumor
355657,agfmmkhm-1,tumor
355658,agfmnbdo-1,tumor
355659,agfmnplo-1,mixed_APC
355660,agfmoigl-1,tumor
355661,agfnacom-1,tumor
355663,agfngdjb-1,tumor
355664,agfnhgmi-1,tumor
355665,agfnjkco-1,tumor
355666,agfnjmkf-1,tumor
355667,agfnmlon-1,endothelial
355668,agfnpaii-1,macrophage
355669,agfnpmdl-1,epithelial
355670,agfnpmlm-1,tumor
355671,agfnpmmj-1,tumor
355673,agfogjpc-1,fibroblast
355674,agfoidlp-1,tumor
355675,agfolaae-1,tumor
355676,agfombhf-1,tumor
355677,agfpbjmk-1,tumor
355678,agfpdhgn-1,tumor
355679,agfpdlda-1,endothelial
355680,agfpfcda-1,tumor
355682,agfpgmij-1,tumor
355686,aggakcjb-1,fibroblast
355687,aggakfoa-1,tumor
355688,aggakgmo-1,fibroblast
355689,aggalhjd-1,mesenchymal
355690,aggaonod-1,tumor
355691,aggaphlf-1,tumor
355692,aggbbmbm-1,epithelial
355694,aggbcpea-1,tumor
355696,aggbikad-1,tumor
355698,aggbmldk-1,tumor
355699,aggbndol-1,tumor
355700,aggbnemf-1,tumor
355704,aggcaphd-1,fibroblast
355705,aggcbhkh-1,tumor
355706,aggccjon-1,mixed_immune
355707,aggceghp-1,tumor
355708,aggcelde-1,tumor
355709,aggcjplo-1,tumor
355710,aggckedm-1,epithelial
355711,aggclmjg-1,tumor
355712,aggcmihj-1,tumor
355713,aggcpjlj-1,tumor
355714,aggdcnln-1,tumor
355717,aggdhmod-1,tumor
355718,aggdifhj-1,tumor
355719,aggdjblo-1,tumor
355720,aggdkkhh-1,tumor
355721,aggdlmja-1,tumor
355722,aggdmook-1,tumor
355723,aggdoacl-1,tumor
355726,aggehbmh-1,tumor
355728,aggeodmo-1,tumor
355729,aggeolbc-1,tumor
355730,aggeonme-1,tumor
355731,aggfabno-1,tumor
355732,aggfadee-1,tumor
355733,aggfagba-1,tumor
355734,aggfbfca-1,tumor
355735,aggfgbkp-1,tumor
355738,aggfklei-1,endothelial
355739,agggaooh-1,tumor
355740,agggbpib-1,tumor
355741,agggcilk-1,tumor
355742,agggcjog-1,tumor
355744,agggdmdb-1,tumor
355745,agggelbk-1,tumor
355747,aggggffm-1,tumor
355748,aggggloo-1,tumor
355749,agggijei-1,tumor
355750,agggkkkl-1,tumor
355751,agggoecd-1,tumor
355752,agggpjce-1,tumor
355754,agghakib-1,tumor
355755,agghando-1,tumor
355757,agghecie-1,fibroblast
355758,agghfmlc-1,cDC2
355759,agghgcbk-1,fibroblast
355761,agghlnkn-1,tumor
355762,agghojme-1,tumor
355763,aggiafbe-1,tumor
355764,aggibjpd-1,tumor
355765,aggicija-1,CD4 Prol.
355766,aggifobc-1,tumor
355767,aggihcce-1,fibroblast
355768,aggihhad-1,mesenchymal
355769,aggiljam-1,tumor
355770,aggioccd-1,tumor
355771,aggipfeh-1,tumor
355772,aggjggka-1,tumor
355773,aggjihbg-1,macrophage
355774,aggjiiod-1,tumor
355775,aggjkkeg-1,fibroblast
355776,aggjmdal-1,tumor
355778,aggjplal-1,tumor
355779,aggkaemd-1,mixed_APC
355780,aggkcpfe-1,tumor
355781,aggkeapi-1,tumor
355785,aggkgkef-1,tumor
355786,aggkidja-1,tumor
355787,aggkjgpa-1,tumor
355788,aggklbjc-1,tumor
355789,aggkneap-1,tumor
355790,aggkneln-1,tumor
355791,aggkpobh-1,tumor
355793,agglcjlj-1,CD4 Treg
355795,agglggih-1,tumor
355796,agglhdmf-1,tumor
355797,aggljpji-1,tumor
355798,agglkpin-1,fibroblast
355799,agglmdig-1,tumor
355800,agglopob-1,tumor
355801,aggmbhbd-1,tumor
355802,aggmbjhp-1,endothelial
355804,aggmnioe-1,tumor
355805,aggmoiha-1,fibroblast
355807,aggncene-1,tumor
355808,aggncphj-1,tumor
355809,aggndehd-1,tumor
355810,aggnepel-1,fibroblast
355812,aggnibji-1,NK cell
355813,aggniplb-1,mixed_APC
355814,aggnkcdg-1,tumor
355815,aggnmdli-1,tumor
355816,aggnoffo-1,tumor
355817,aggnoigp-1,fibroblast
355818,aggogijl-1,CD8 N/CM
355819,aggoglfj-1,tumor
355820,aggokghm-1,tumor
355822,aggooadk-1,tumor
355823,aggooaef-1,tumor
355824,aggoolik-1,fibroblast
355825,aggoomjo-1,tumor
355826,aggpcpge-1,tumor
355827,aggpdhdk-1,epithelial
355828,aggpeack-1,tumor
355829,aggpegce-1,fibroblast
355830,aggpgnhm-1,tumor
355831,aggpjfoe-1,tumor
355832,aggpjfok-1,tumor
355833,aghaadil-1,mixed_immune
355836,aghabbje-1,endothelial
355837,aghacpck-1,endothelial
355839,aghaedlc-1,tumor
355840,aghaiaib-1,epithelial
355841,aghaiicj-1,tumor
355843,aghakhfe-1,tumor
355844,aghameon-1,endothelial
355845,aghannda-1,tumor
355846,aghapgig-1,tumor
355847,aghapmij-1,tumor
355848,aghappaf-1,tumor
355849,aghbabha-1,tumor
355850,aghbcecj-1,epithelial
355851,aghbcoma-1,tumor
355852,aghbdmpm-1,tumor
355853,aghbfond-1,tumor
355854,aghbigdj-1,tumor
355855,aghbjcdo-1,tumor
355856,aghbjgff-1,tumor
355857,aghbkelm-1,tumor
355858,aghbmehj-1,tumor
355859,aghcfjoo-1,tumor
355863,aghcmglb-1,tumor
355864,aghcplaf-1,tumor
355865,aghcpnei-1,tumor
355867,aghddinm-1,tumor
355868,aghdmhnl-1,tumor
355869,aghdngce-1,endothelial
355870,aghdokfa-1,tumor
355871,agheaofe-1,tumor
355872,agheboad-1,tumor
355873,agheceap-1,tumor
355874,agheeolh-1,tumor
355876,aghelcbn-1,tumor
355877,aghemhpb-1,macrophage
355878,aghenkpf-1,tumor
355879,agheolbk-1,tumor
355880,agheoppa-1,tumor
355881,aghepadk-1,tumor
355882,aghfamlf-1,tumor
355884,aghfekfo-1,tumor
355886,aghffcoh-1,tumor
355887,aghfhhjj-1,tumor
355888,aghfjakn-1,tumor
355889,aghfldke-1,tumor
355890,aghfogjd-1,tumor
355891,aghfojka-1,tumor
355892,aghgaeio-1,tumor
355893,aghgbafh-1,tumor
355894,aghggaef-1,tumor
355895,aghggobo-1,tumor
355896,aghghghf-1,endothelial
355897,aghgicdk-1,macrophage
355898,aghgidnd-1,tumor
355899,aghgifae-1,tumor
355900,aghgimgk-1,tumor
355902,aghgoieg-1,tumor
355903,aghgokkh-1,tumor
355905,aghhgpdh-1,tumor
355906,aghhhehl-1,tumor
355907,aghhjeai-1,macrophage
355908,aghhnmph-1,tumor
355909,aghiadna-1,tumor
355910,aghibedk-1,tumor
355911,aghifada-1,tumor
355912,aghifdga-1,tumor
355913,aghifgma-1,tumor
355914,aghikpbl-1,mixed_stromal
355915,aghilpci-1,CD4 N/CM
355916,aghinehc-1,mixed_APC
355917,aghioeag-1,tumor
355918,aghjaafk-1,tumor
355919,aghjadni-1,tumor
355920,aghjgokc-1,tumor
355921,aghjmcck-1,tumor
355922,aghjmdlk-1,tumor
355923,aghjnmnh-1,tumor
355924,aghjokbk-1,tumor
355925,aghjpobo-1,fibroblast
355926,aghkangj-1,endothelial
355927,aghkgccj-1,tumor
355929,aghkhokm-1,tumor
355930,aghkiijg-1,tumor
355932,aghkjgec-1,macrophage
355933,aghkkcjk-1,tumor
355934,aghklbcd-1,tumor
355935,aghkodpd-1,tumor
355936,aghkokoa-1,tumor
355937,aghldbjd-1,fibroblast
355938,aghlhbop-1,CD8 EM
355939,aghlhhjk-1,tumor
355940,aghligdb-1,epithelial
355941,aghlijed-1,mesenchymal
355943,aghljljj-1,tumor
355944,aghlkejd-1,tumor
355946,aghlnbfd-1,tumor
355947,aghmcfne-1,tumor
355948,aghmdmlb-1,tumor
355949,aghmekbj-1,tumor
355950,aghmfbjl-1,tumor
355951,aghmfjhg-1,tumor
355952,aghmgjjo-1,endothelial
355953,aghmjmbp-1,tumor
355954,aghmlieb-1,tumor
355956,aghmmeeh-1,tumor
355957,aghmopgb-1,tumor
355958,aghmpdcj-1,tumor
355959,aghncbkj-1,tumor
355960,aghnhgig-1,tumor
355961,aghnieio-1,tumor
355963,aghnjdfe-1,tumor
355964,aghnlcpg-1,tumor
355965,aghnmcep-1,fibroblast
355966,aghnnemi-1,tumor
355967,aghnngaj-1,epithelial
355968,aghnpgdh-1,tumor
355969,aghoaedk-1,tumor
355970,aghoedgf-1,tumor
355971,aghoehbk-1,tumor
355972,aghoeibf-1,tumor
355973,aghofakj-1,tumor
355975,aghomlba-1,mixed_immune
355976,aghopfgn-1,tumor
355977,aghpabnp-1,tumor
355978,aghpccjn-1,tumor
355980,aghpeaih-1,tumor
355982,aghphcnm-1,tumor
355983,aghphnke-1,mixed_immune
355984,aghpmcgd-1,tumor
355985,aghpmlmd-1,pDC 
355986,aghpnafk-1,tumor
355987,aghpncge-1,tumor
355988,aghpnegi-1,tumor
355989,aghpoblk-1,tumor
355990,aghpohdk-1,tumor
355992,agiaalim-1,endothelial
355993,agiaambp-1,tumor
355994,agiaiikh-1,tumor
355995,agiaipmm-1,tumor
355996,agiaohok-1,tumor
355997,agibcomi-1,tumor
355999,agibfehi-1,tumor
356000,agibgfga-1,tumor
356001,agibikig-1,tumor
356003,agibliih-1,tumor
356004,agibmfib-1,fibroblast
356005,agibnjnd-1,tumor
356006,agicdfml-1,endothelial
356008,agicfnah-1,tumor
356009,agicmepg-1,tumor
356010,agicmmdn-1,tumor
356011,agicokje-1,tumor
356012,agidablh-1,tumor
356013,agidbbfj-1,tumor
356014,agiddgae-1,CD4 Treg
356015,agidffjj-1,tumor
356016,agidfoom-1,tumor
356017,agidnkkk-1,tumor
356018,agieamen-1,tumor
356020,agiefhkn-1,tumor
356021,agielckk-1,tumor
356022,agiemcla-1,tumor
356023,agiemmnp-1,tumor
356024,agienhog-1,tumor
356025,agifbmjc-1,tumor
356026,agifcala-1,epithelial
356027,agifcfgk-1,tumor
356028,agififlf-1,mixed_APC
356029,agifjpfn-1,tumor
356030,agifkpjg-1,tumor
356031,agifmmjb-1,tumor
356032,agifnhkp-1,tumor
356034,agigamfi-1,tumor
356035,agigancb-1,fibroblast
356036,agigdflh-1,mesenchymal
356037,agigfnhe-1,macrophage
356038,agiggjcl-1,mixed_immune
356039,agigieao-1,fibroblast
356040,agigimpl-1,tumor
356041,agignjod-1,tumor
356042,agigpjdb-1,endothelial
356043,agihbfpe-1,tumor
356044,agihblij-1,tumor
356045,agihcclf-1,tumor
356047,agihdijj-1,tumor
356048,agihfcal-1,tumor
356049,agihipaj-1,fibroblast
356050,agihobke-1,mixed_APC
356051,agiiemjp-1,tumor
356054,agiifiaa-1,tumor
356056,agiijacl-1,CD4 EM
356057,agiijhgl-1,tumor
356058,agiinoli-1,tumor
356059,agiipapd-1,mixed_immune
356060,agiipgha-1,tumor
356062,agijallj-1,b cell
356063,agijblih-1,tumor
356064,agijdamk-1,mixed_immune
356065,agijeofj-1,tumor
356066,agijjaeo-1,tumor
356067,agijmben-1,tumor
356068,agijocen-1,tumor
356069,agijofbi-1,tumor
356070,agijpfem-1,tumor
356071,agikclae-1,tumor
356072,agikimlm-1,tumor
356073,agikjbjj-1,tumor
356074,agikncok-1,mesenchymal
356075,agikoffd-1,tumor
356076,agikpbai-1,fibroblast
356080,agiladca-1,tumor
356082,agildfgc-1,endothelial
356084,agimabbk-1,CD8 EM
356085,agimbaph-1,tumor
356088,agimimln-1,tumor
356089,agimlhpl-1,tumor
356090,agimnhpa-1,epithelial
356092,agimpjco-1,macrophage
356093,agindjme-1,tumor
356094,aginefhh-1,tumor
356095,aginhakn-1,fibroblast
356096,aginhknl-1,tumor
356098,aginlcpg-1,tumor
356099,aginlfmn-1,tumor
356100,aginlpob-1,epithelial
356102,aginpfgf-1,tumor
356103,agiobhib-1,tumor
356104,agiocbjp-1,tumor
356105,agiofhfe-1,mixed_stromal
356106,agiofljm-1,tumor
356107,agioibbh-1,tumor
356108,agiokbpn-1,tumor
356109,agiokcij-1,tumor
356110,agipalae-1,tumor
356111,agipaokl-1,tumor
356112,agipbcmi-1,tumor
356114,agipchba-1,tumor
356115,agipggci-1,fibroblast
356116,agipincg-1,tumor
356117,agiplien-1,tumor
356119,agipnbka-1,tumor
356120,agjacgjk-1,tumor
356121,agjadafi-1,endothelial
356123,agjaeped-1,tumor
356125,agjahkde-1,mixed_APC
356127,agjailkn-1,CD8 TEx
356128,agjajool-1,tumor
356129,agjaonma-1,tumor
356131,agjbdppn-1,tumor
356132,agjbgneh-1,tumor
356133,agjbheop-1,tumor
356134,agjbhjpp-1,tumor
356135,agjbhmlg-1,tumor
356136,agjbillj-1,tumor
356137,agjbingg-1,tumor
356138,agjbojpo-1,tumor
356139,agjcbbmj-1,tumor
356140,agjcdfld-1,mixed_immune
356142,agjcffoh-1,fibroblast
356143,agjcfkgj-1,tumor
356144,agjclgkh-1,tumor
356145,agjcmoca-1,fibroblast
356146,agjcpgie-1,mixed_stromal
356147,agjddnlc-1,tumor
356148,agjdfddi-1,tumor
356149,agjdhdah-1,tumor
356150,agjdhghk-1,epithelial
356152,agjdlebp-1,tumor
356153,agjdnboe-1,tumor
356154,agjdojce-1,mixed_immune
356155,agjeafok-1,fibroblast
356156,agjebdfk-1,tumor
356158,agjednim-1,tumor
356159,agjeecaa-1,mixed_immune
356160,agjeecam-1,tumor
356161,agjeecea-1,fibroblast
356162,agjeembl-1,plasma b
356163,agjefnhn-1,mixed_APC
356164,agjegokh-1,tumor
356165,agjeiijg-1,tumor
356166,agjeilgp-1,tumor
356167,agjekcnc-1,tumor
356168,agjeliia-1,tumor
356169,agjeokam-1,endothelial
356170,agjfbdpl-1,tumor
356171,agjfboik-1,tumor
356172,agjfbojm-1,tumor
356173,agjfelia-1,tumor
356174,agjffeco-1,tumor
356175,agjfgjmp-1,tumor
356176,agjfipcm-1,endothelial
356177,agjfkcoa-1,tumor
356178,agjfllha-1,mixed_immune
356179,agjflodj-1,tumor
356180,agjfmoln-1,mixed_APC
356181,agjgahoc-1,tumor
356182,agjgajkb-1,tumor
356184,agjgdeli-1,tumor
356185,agjghomn-1,tumor
356186,agjghpeg-1,tumor
356187,agjgifii-1,fibroblast
356188,agjgjaoe-1,fibroblast
356190,agjgnpoc-1,tumor
356191,agjgofad-1,tumor
356192,agjgofdm-1,tumor
356193,agjgpgoe-1,tumor
356195,agjhenkc-1,tumor
356196,agjhfelj-1,tumor
356197,agjhfkgk-1,tumor
356199,agjhklmn-1,tumor
356200,agjhnloi-1,tumor
356201,agjibooe-1,tumor
356202,agjicaph-1,mixed_APC
356203,agjieeko-1,fibroblast
356204,agjigbnc-1,tumor
356205,agjignlg-1,tumor
356207,agjimocb-1,tumor
356208,agjjanif-1,tumor
356209,agjjboii-1,macrophage
356210,agjjbpml-1,tumor
356211,agjjeoll-1,tumor
356212,agjjkagh-1,tumor
356213,agjjmdmb-1,tumor
356215,agjkcack-1,tumor
356216,agjkcmnm-1,tumor
356217,agjkdmof-1,tumor
356218,agjkgggo-1,tumor
356219,agjkgjbn-1,tumor
356220,agjkhlnm-1,CD8 EM
356221,agjkkgca-1,tumor
356222,agjkknij-1,tumor
356224,agjlbejk-1,macrophage
356226,agjldimf-1,tumor
356227,agjlfeed-1,endothelial
356228,agjlfggn-1,tumor
356229,agjlgaon-1,tumor
356230,agjlhcfm-1,tumor
356232,agjljkjm-1,tumor
356233,agjlnked-1,tumor
356234,agjlnogo-1,tumor
356235,agjmbcno-1,tumor
356236,agjmcoej-1,tumor
356237,agjmghfd-1,tumor
356240,agjmpcmc-1,fibroblast
356241,agjnamjd-1,tumor
356242,agjndoip-1,macrophage
356243,agjnegoh-1,tumor
356244,agjnemod-1,tumor
356245,agjnghik-1,tumor
356246,agjnnehf-1,tumor
356247,agjnnkei-1,tumor
356248,agjodiok-1,tumor
