,cell_id,group
154953,fpgmagad-1,fibroblast
154954,fpgmbdga-1,tumor
154955,fpgmcajc-1,tumor
154956,fpgmcidk-1,epithelial
154957,fpgmghfm-1,endothelial
154958,fpgmgpnn-1,tumor
154959,fpgmhhij-1,tumor
154960,fpgmlfeh-1,NK cell
154961,fpgmmgjd-1,tumor
154963,fpgngcgj-1,tumor
154964,fpgniboi-1,tumor
154965,fpgnkcpe-1,tumor
154967,fpgoeanj-1,tumor
154968,fpgofcne-1,tumor
154969,fpgohpgh-1,tumor
154970,fpgojdff-1,tumor
154971,fpgonkgp-1,tumor
154972,fpgooheh-1,tumor
154973,fpgpegka-1,tumor
154974,fpgpghgg-1,tumor
154975,fpgphhij-1,tumor
154976,fpgpjeod-1,tumor
154977,fpgpnkgi-1,tumor
154978,fpgppmpj-1,tumor
154981,fphafglo-1,tumor
154982,fphagdpn-1,tumor
154983,fphaonjj-1,tumor
154984,fphapcgn-1,fibroblast
154985,fphbanaa-1,tumor
154986,fphbcdph-1,tumor
154987,fphbieie-1,macrophage
154988,fphbioje-1,tumor
154989,fphbmppi-1,tumor
154991,fphcfcon-1,tumor
154992,fphcfiho-1,tumor
154993,fphchiei-1,tumor
154995,fphcijme-1,tumor
154996,fphddegp-1,mixed_APC
154997,fphdghcg-1,tumor
154998,fphdhipc-1,tumor
155001,fphdoice-1,tumor
155002,fpheadhp-1,fibroblast
155003,fphebcan-1,tumor
155005,fphehkee-1,endothelial
155006,fphelgmn-1,tumor
155007,fpheljop-1,tumor
155008,fphelkob-1,endothelial
155009,fphemnbm-1,tumor
155010,fphenaid-1,tumor
155011,fphepdbc-1,tumor
155012,fphfggmo-1,tumor
155013,fphfiban-1,tumor
155014,fphfihib-1,tumor
155015,fphfikoi-1,fibroblast
155016,fphfjaan-1,tumor
155017,fphfkkni-1,tumor
155018,fphfldoo-1,macrophage
155019,fphfmlpm-1,tumor
155020,fphfpibl-1,tumor
155021,fphgcocf-1,macrophage
155022,fphgekih-1,tumor
155023,fphgfoah-1,tumor
155024,fphghodj-1,tumor
155025,fphgipcm-1,tumor
155026,fphglcan-1,tumor
155027,fphgmgfm-1,plasma b
155028,fphgnefa-1,tumor
155029,fphhcdkc-1,endothelial
155030,fphhhnle-1,tumor
155031,fphhjghj-1,tumor
155032,fphhngll-1,tumor
155033,fphhpnhf-1,tumor
155034,fphiaodo-1,tumor
155035,fphibgcb-1,tumor
155036,fphicldm-1,tumor
155038,fphideno-1,DC
155039,fphifjpb-1,tumor
155040,fphinnna-1,mixed_APC
155041,fphinpao-1,tumor
155042,fphipjnp-1,tumor
155043,fphjaenl-1,tumor
155044,fphjbcfh-1,tumor
155045,fphjcbjj-1,tumor
155046,fphjddle-1,tumor
155047,fphjemnb-1,tumor
155049,fphjhbgp-1,monocyte
155050,fphjkfjd-1,fibroblast
155051,fphjoccp-1,tumor
155052,fphjpofo-1,tumor
155053,fphkaani-1,epithelial
155054,fphkdeio-1,tumor
155055,fphkhkke-1,tumor
155056,fphkiano-1,fibroblast
155057,fphkjfij-1,tumor
155058,fphkmmop-1,tumor
155059,fphkndpl-1,tumor
155060,fphknnom-1,tumor
155061,fphknpdb-1,tumor
155062,fphkpebi-1,tumor
155063,fphkpfmg-1,fibroblast
155064,fphlejil-1,tumor
155065,fphlfakc-1,tumor
155066,fphlgofh-1,endothelial
155067,fphlibad-1,tumor
155068,fphlkekh-1,tumor
155069,fphlmcdl-1,tumor
155071,fphlpfcg-1,tumor
155072,fphmciac-1,tumor
155073,fphmcpbp-1,tumor
155074,fphmdgpj-1,tumor
155075,fphmfagm-1,macrophage
155076,fphmfgmh-1,tumor
155077,fphmjlki-1,tumor
155078,fphmlagf-1,tumor
155079,fphmmgbl-1,tumor
155080,fphmpfnm-1,tumor
155081,fphnadmj-1,tumor
155082,fphnbmco-1,tumor
155083,fphnmgeh-1,endothelial
155084,fphnofne-1,tumor
155085,fphnpfhj-1,plasma b
155086,fphobbih-1,tumor
155087,fphodmje-1,tumor
155088,fphofbhj-1,tumor
155089,fphoijff-1,tumor
155090,fphokpgi-1,tumor
155092,fphpabnn-1,tumor
155093,fphpeemd-1,tumor
155094,fphpepcn-1,tumor
155095,fphpgbkf-1,tumor
155096,fphpjjge-1,tumor
155097,fphpkcik-1,tumor
155098,fphplhpa-1,tumor
155099,fphpljkn-1,tumor
155100,fphplmpn-1,tumor
155102,fphpoegj-1,tumor
155103,fphponkh-1,tumor
155104,fpiaabof-1,tumor
155107,fpiaelpc-1,tumor
155108,fpiaiofg-1,tumor
155109,fpiakicl-1,tumor
155111,fpianbob-1,tumor
155112,fpianpoi-1,tumor
155113,fpibblol-1,tumor
155114,fpibfake-1,tumor
155115,fpibkacg-1,tumor
155116,fpiblpib-1,tumor
155117,fpiboape-1,tumor
155118,fpiboifa-1,tumor
155120,fpiclpco-1,epithelial
155121,fpicokep-1,tumor
155122,fpicppab-1,tumor
155123,fpidacgf-1,endothelial
155125,fpidbioj-1,tumor
155126,fpidfale-1,tumor
155127,fpidfbbo-1,CD4 Treg
155128,fpiehmhh-1,endothelial
155129,fpiejgpj-1,tumor
155130,fpifambp-1,tumor
155131,fpiffocp-1,tumor
155132,fpifgaoe-1,tumor
155133,fpifgkii-1,monocyte
155134,fpificla-1,tumor
155135,fpifjjjf-1,tumor
155136,fpiflika-1,tumor
155137,fpifnfaa-1,tumor
155138,fpifoboc-1,mixed_immune
155139,fpigjpeg-1,tumor
155140,fpignbmn-1,endothelial
155142,fpihcddp-1,tumor
155143,fpihghif-1,mixed_APC
155144,fpihjncl-1,tumor
155145,fpihljnb-1,tumor
155146,fpiholhd-1,tumor
155147,fpihpklm-1,tumor
155148,fpiibdem-1,tumor
155149,fpiieenm-1,tumor
155150,fpiigjhg-1,tumor
155152,fpiiohha-1,endothelial
155153,fpiipepp-1,tumor
155155,fpijbpne-1,NK cell
155156,fpijcgkm-1,tumor
155158,fpijdnjb-1,mixed_APC
155159,fpijefjb-1,tumor
155161,fpijfpnk-1,tumor
155162,fpikdffl-1,tumor
155163,fpikimck-1,fibroblast
155164,fpikjfcj-1,tumor
155166,fpilblpa-1,mixed_APC
155167,fpildgcj-1,tumor
155168,fpileoni-1,macrophage
155169,fpillgpf-1,tumor
155170,fpillojn-1,endothelial
155171,fpilnbli-1,mixed_APC
155172,fpimaolk-1,tumor
155173,fpimciip-1,tumor
155174,fpimdckn-1,tumor
155175,fpimdomb-1,tumor
155176,fpimfndo-1,tumor
155177,fpimgkfp-1,tumor
155178,fpimhdob-1,tumor
155179,fpimkhie-1,tumor
155181,fpinddnh-1,tumor
155182,fpindico-1,mixed_APC
155183,fpinfajh-1,tumor
155184,fpinheoh-1,tumor
155186,fpinkojl-1,tumor
155187,fpinlgen-1,tumor
155188,fpinmplf-1,endothelial
155189,fpinpkne-1,mixed_immune
155190,fpioagck-1,mixed_immune
155191,fpiocjkk-1,tumor
155192,fpiognco-1,tumor
155193,fpiogpch-1,tumor
155195,fpiolhmp-1,fibroblast
155196,fpiomdgk-1,tumor
155197,fpionehl-1,fibroblast
155198,fpioodnd-1,tumor
155199,fpiopepa-1,tumor
155201,fpipdbji-1,tumor
155202,fpipmill-1,tumor
155203,fpjacehi-1,mixed_immune
155204,fpjacifm-1,tumor
155205,fpjajgjk-1,tumor
155206,fpjalook-1,tumor
155207,fpjbaljb-1,tumor
155208,fpjbcfpn-1,tumor
155209,fpjblikb-1,tumor
155210,fpjbnojf-1,tumor
155211,fpjcebmo-1,tumor
155212,fpjcjmpo-1,tumor
155213,fpjcmnnf-1,CD4 EM
155214,fpjcpjll-1,tumor
155215,fpjdidld-1,tumor
155216,fpjdidmh-1,tumor
155217,fpjdnbbc-1,tumor
155218,fpjdoncf-1,tumor
155219,fpjdpeaa-1,tumor
155220,fpjeblah-1,mixed_APC
155221,fpjeboek-1,tumor
155222,fpjeeddc-1,fibroblast
155223,fpjefcbj-1,tumor
155224,fpjekinm-1,mixed_immune
155225,fpjfbddg-1,tumor
155226,fpjfbfmb-1,fibroblast
155227,fpjfdpac-1,tumor
155228,fpjfebje-1,tumor
155230,fpjfignc-1,tumor
155231,fpjfmfje-1,tumor
155232,fpjfofjd-1,tumor
155233,fpjgckmg-1,tumor
155234,fpjgdcip-1,tumor
155235,fpjgfclh-1,fibroblast
155236,fpjggdip-1,mixed_immune
155237,fpjgghig-1,fibroblast
155238,fpjgglbp-1,tumor
155239,fpjgjhld-1,plasma b
155240,fpjglepm-1,tumor
155242,fpjhhdod-1,tumor
155243,fpjhiihk-1,plasma b
155244,fpjhiojl-1,epithelial
155245,fpjhkion-1,tumor
155246,fpjhnkpe-1,mixed_immune
155248,fpjhoimi-1,tumor
155249,fpjhokck-1,tumor
155250,fpjiabee-1,mixed_immune
155251,fpjibppg-1,tumor
155252,fpjicahb-1,tumor
155253,fpjicnji-1,epithelial
155256,fpjijacg-1,tumor
155257,fpjilgpl-1,CD4 CM
155258,fpjiopec-1,tumor
155259,fpjipala-1,plasma b
155261,fpjjfkpa-1,tumor
155262,fpjjhpfd-1,tumor
155263,fpjjjcho-1,tumor
155264,fpjjlcnj-1,tumor
155265,fpjjnkae-1,tumor
155266,fpjjpbmd-1,tumor
155267,fpjkaddp-1,CD4 Treg
155268,fpjkalna-1,tumor
155269,fpjkglpm-1,tumor
155271,fpjkmali-1,tumor
155272,fpjkmflo-1,tumor
155273,fpjkmlnm-1,tumor
155274,fpjkmpeb-1,tumor
155275,fpjkoemg-1,epithelial
155276,fpjlajhb-1,tumor
155278,fpjlbeni-1,tumor
155280,fpjleeld-1,mesenchymal
155281,fpjlfche-1,tumor
155282,fpjlfmel-1,tumor
155284,fpjlggna-1,tumor
155285,fpjlgpjp-1,mixed_immune
155286,fpjlhneo-1,tumor
155287,fpjllgac-1,fibroblast
155288,fpjloeob-1,tumor
155290,fpjmflda-1,tumor
155291,fpjmgkbg-1,tumor
155292,fpjmjabk-1,tumor
155294,fpjmmjgi-1,tumor
155295,fpjmonek-1,tumor
155296,fpjmpfap-1,endothelial
155298,fpjnchge-1,mixed_APC
155299,fpjngedn-1,tumor
155300,fpjngfod-1,tumor
155301,fpjnhbdh-1,tumor
155302,fpjnndop-1,tumor
155304,fpjobccl-1,tumor
155305,fpjofjec-1,fibroblast
155306,fpjogggf-1,fibroblast
155307,fpjoiiee-1,plasma b
155308,fpjomndo-1,tumor
155309,fpjpaghp-1,tumor
155310,fpjphjae-1,endothelial
155311,fpjpkacj-1,tumor
155312,fpjplhfe-1,fibroblast
155313,fpjpnhmg-1,tumor
155314,fpjpnjab-1,tumor
155315,fpjpoako-1,tumor
155316,fpjpondf-1,fibroblast
155317,fpkaebkj-1,tumor
155318,fpkaicme-1,tumor
155319,fpkaijcd-1,tumor
155320,fpkaknnf-1,tumor
155321,fpkbdleb-1,tumor
155322,fpkbdmfl-1,tumor
155323,fpkbkhnh-1,tumor
155324,fpkbpffd-1,tumor
155325,fpkbpjkh-1,fibroblast
155326,fpkchajk-1,mixed_immune
155327,fpkchbfk-1,tumor
155328,fpkchcaf-1,macrophage
155329,fpkchpgb-1,endothelial
155330,fpkcjaad-1,b cell
155332,fpkcpidb-1,tumor
155334,fpkddeoh-1,fibroblast
155336,fpkdjgan-1,tumor
155337,fpkdkikh-1,tumor
155338,fpkeahen-1,tumor
155339,fpkeahia-1,tumor
155341,fpkeiboe-1,tumor
155342,fpkejjcn-1,tumor
155343,fpkelomn-1,tumor
155344,fpkembep-1,tumor
155346,fpkfiloc-1,tumor
155347,fpkflnfb-1,tumor
155348,fpkgafdb-1,tumor
155349,fpkgahhe-1,tumor
155350,fpkgddko-1,tumor
155351,fpkgebgb-1,endothelial
155352,fpkgghgb-1,epithelial
155354,fpkgigge-1,neutrophil
155355,fpkgohel-1,tumor
155356,fpkgpckf-1,fibroblast
155357,fpkhbidn-1,tumor
155358,fpkhbong-1,tumor
155359,fpkhhkhd-1,tumor
155360,fpkhhoof-1,fibroblast
155361,fpkhpdhm-1,tumor
155362,fpkibobe-1,plasma b
155363,fpkifopc-1,tumor
155365,fpkjdbnc-1,mixed_immune
155369,fpkkbpbj-1,endothelial
155370,fpkkeijp-1,fibroblast
155371,fpkkgimi-1,tumor
155374,fpkldfpm-1,tumor
155375,fpkledhl-1,tumor
155377,fpklpfbc-1,tumor
155378,fpkmaeag-1,tumor
155379,fpkmalpn-1,tumor
155380,fpkmdplj-1,CD4 N/CM
155381,fpkmkdpg-1,tumor
155382,fpkmlodp-1,tumor
155383,fpknbjmd-1,tumor
155384,fpknlghl-1,tumor
155386,fpkoahif-1,tumor
155387,fpkoamce-1,tumor
155388,fpkoapmf-1,tumor
155389,fpkobiom-1,monocyte
155390,fpkochjb-1,tumor
155391,fpkodpeb-1,tumor
155392,fpkoglhk-1,tumor
155393,fpkogohk-1,cDC2
155394,fpkoieah-1,tumor
155395,fpkoilko-1,endothelial
155396,fpkojabg-1,macrophage
155397,fpkoleom-1,tumor
155398,fpkpcgfk-1,endothelial
155400,fpkpepcl-1,tumor
155402,fpkpmjjb-1,mixed_immune
155403,fpkpmnlj-1,tumor
155404,fpkpogbe-1,plasma b
155405,fpkppeob-1,tumor
155406,fplafbpi-1,fibroblast
155407,fplaibho-1,tumor
155408,fplaljdf-1,tumor
155409,fplaljfo-1,tumor
155410,fplampop-1,tumor
155411,fplapijj-1,mixed_immune
155412,fplbbpkg-1,endothelial
155413,fplbcbno-1,tumor
155415,fplbhgfl-1,tumor
155416,fplbiial-1,tumor
155418,fplbmoep-1,fibroblast
155419,fplbpehh-1,tumor
155420,fplbphgj-1,tumor
155421,fplbpikk-1,tumor
155424,fplcgdfe-1,mixed_immune
155425,fplcgjim-1,tumor
155426,fplcippi-1,tumor
155427,fplckdno-1,tumor
155428,fplckpjg-1,tumor
155429,fplclidc-1,tumor
155430,fplcmpjm-1,mixed_APC
155431,fplcnike-1,fibroblast
155432,fplcnndp-1,tumor
155433,fplcnokl-1,b cell
155434,fplcnpme-1,fibroblast
155435,fplcpbeo-1,tumor
155436,fplcphel-1,tumor
155437,fpldbeio-1,tumor
155438,fpldcbnj-1,tumor
155439,fpldglph-1,tumor
155440,fpldkffo-1,tumor
155441,fpldlhgn-1,tumor
155442,fpldmknm-1,NK cell
155443,fpldnhjk-1,fibroblast
155444,fpldnjod-1,tumor
155445,fpldoigd-1,endothelial
155446,fpldpmmh-1,tumor
155447,fpleehih-1,tumor
155448,fplefeap-1,macrophage
155449,fpleidnn-1,macrophage
155450,fplenjbb-1,monocyte
155451,fplfabnl-1,plasma b
155452,fplfalih-1,tumor
155453,fplfamef-1,tumor
155454,fplfdcab-1,tumor
155455,fplfhnji-1,tumor
155456,fplficop-1,tumor
155457,fplfpgbi-1,tumor
155458,fplfplmm-1,tumor
155459,fplgfioa-1,tumor
155460,fplggcpc-1,plasma b
155461,fplgkbdf-1,tumor
155462,fplgobdd-1,tumor
155463,fplgpfep-1,tumor
155464,fplhalip-1,tumor
155465,fplhddeg-1,macrophage
155466,fplhjlaf-1,tumor
155467,fplhlilg-1,tumor
155468,fplhnkkf-1,tumor
155469,fplicife-1,tumor
155470,fplidbid-1,tumor
155471,fpliehdo-1,tumor
155472,fplihbbi-1,tumor
155473,fplikhab-1,macrophage
155474,fplikkej-1,tumor
155475,fplikkhd-1,tumor
155476,fplimcjh-1,tumor
155477,fpliniim-1,fibroblast
155478,fpljbiko-1,fibroblast
155479,fpljipca-1,mixed_immune
155480,fpljkbbn-1,tumor
155481,fplkfohm-1,tumor
155482,fplkioak-1,tumor
155483,fplkkeie-1,tumor
155484,fplkmplh-1,fibroblast
155485,fplkofjh-1,tumor
155486,fplkomph-1,tumor
155487,fpllaijb-1,tumor
155489,fpllblio-1,tumor
155490,fpllcpfa-1,fibroblast
155492,fpllljbm-1,fibroblast
155493,fplllleb-1,tumor
155494,fpllopji-1,tumor
155495,fplmdeje-1,tumor
155496,fplmelge-1,tumor
155497,fplmffhl-1,tumor
155498,fplmgaje-1,tumor
155499,fplmjnhk-1,tumor
155500,fplmkepf-1,fibroblast
155503,fplnbjdk-1,neutrophil
155504,fplnfokj-1,tumor
155506,fplngoba-1,tumor
155507,fplnhhhb-1,tumor
155508,fplninmp-1,tumor
155509,fplnmbkg-1,tumor
155510,fplnppcg-1,endothelial
155512,fploiljn-1,tumor
155513,fplojapc-1,tumor
155514,fplojcee-1,tumor
155515,fploljho-1,tumor
155516,fplommeh-1,tumor
155517,fplonpoi-1,tumor
155518,fplpajjj-1,mixed_immune
155519,fplpcdhp-1,tumor
155521,fplppjap-1,endothelial
155522,fplpplgb-1,fibroblast
155523,fpmaeddn-1,endothelial
155524,fpmahkjc-1,tumor
155525,fpmaneco-1,mixed_APC
155526,fpmbagon-1,tumor
155527,fpmbcgkg-1,tumor
155528,fpmbckji-1,tumor
155529,fpmbhoai-1,endothelial
155530,fpmbjlef-1,tumor
155531,fpmbnejl-1,tumor
155533,fpmcbnlm-1,endothelial
155534,fpmccfif-1,tumor
155535,fpmcdjkf-1,tumor
155536,fpmcihjd-1,fibroblast
155539,fpmconno-1,tumor
155540,fpmdapil-1,tumor
155541,fpmdbnfk-1,tumor
155542,fpmddmac-1,tumor
155543,fpmdejfb-1,tumor
155545,fpmdhcod-1,tumor
155547,fpmdiaoj-1,tumor
155548,fpmdjokl-1,tumor
155550,fpmeackb-1,tumor
155552,fpmebkna-1,fibroblast
155553,fpmefhfh-1,tumor
155554,fpmegpae-1,tumor
155555,fpmejcai-1,tumor
155556,fpmenmpj-1,tumor
155558,fpmepfao-1,tumor
155559,fpmfecfd-1,DC
155560,fpmffipl-1,tumor
155561,fpmfflkm-1,macrophage
155562,fpmfjbej-1,b cell
155564,fpmfnhhe-1,tumor
155565,fpmgicbg-1,tumor
155566,fpmglhlm-1,tumor
155567,fpmgmcii-1,fibroblast
155568,fpmgmjkh-1,tumor
155569,fpmheacd-1,fibroblast
155570,fpmhenef-1,tumor
155571,fpmhhfpi-1,tumor
155572,fpmibhdl-1,tumor
155573,fpmicldc-1,tumor
155574,fpmifdkg-1,mixed_APC
155576,fpmihfnk-1,tumor
155577,fpmiiceo-1,fibroblast
155578,fpmikmjd-1,DC
155581,fpmipelo-1,tumor
155582,fpmjgagl-1,endothelial
155583,fpmjoipl-1,mixed_APC
155584,fpmjpcke-1,tumor
155585,fpmkbhge-1,tumor
155586,fpmkcogd-1,tumor
155587,fpmkehia-1,plasma b
155588,fpmkfahh-1,tumor
155589,fpmkjkbd-1,plasma b
155590,fpmkjlij-1,macrophage
155591,fpmknfig-1,tumor
155592,fpmkpjef-1,fibroblast
155594,fpmlbiel-1,tumor
155595,fpmledkk-1,tumor
155596,fpmlfogd-1,tumor
155597,fpmlghhk-1,tumor
155598,fpmlnelm-1,tumor
155600,fpmlojcl-1,macrophage
155601,fpmmacna-1,tumor
155603,fpmmkanf-1,fibroblast
155604,fpmmkoil-1,tumor
155605,fpmmohgg-1,tumor
155606,fpmnbdel-1,tumor
155608,fpmndibm-1,tumor
155609,fpmneeeo-1,tumor
155610,fpmniaei-1,tumor
155611,fpmnjiop-1,endothelial
155612,fpmnlfcl-1,fibroblast
155613,fpmnnele-1,tumor
155614,fpmodpjp-1,tumor
155615,fpmokjmd-1,tumor
155616,fpmolegi-1,tumor
155617,fpmomkfp-1,tumor
155618,fpmpajjl-1,tumor
155619,fpmpegpc-1,tumor
155621,fpmplmoc-1,tumor
155622,fpnacibb-1,tumor
155623,fpnackmm-1,tumor
155624,fpnagijd-1,tumor
155625,fpnajegb-1,tumor
155626,fpnalljf-1,tumor
155627,fpnamkcj-1,mixed_immune
155628,fpnaojcc-1,tumor
155631,fpnbbagb-1,tumor
155632,fpnbdhkm-1,tumor
155633,fpnbdhpf-1,tumor
155634,fpnbgjoh-1,mixed_APC
155635,fpnbhhem-1,tumor
155636,fpnbhnjd-1,tumor
155638,fpncbofo-1,tumor
155640,fpnclclc-1,tumor
155641,fpnclemo-1,tumor
155644,fpncpmop-1,macrophage
155645,fpndcndc-1,tumor
155646,fpndiklk-1,tumor
155649,fpnebced-1,tumor
155650,fpnebjnd-1,tumor
155651,fpnecolk-1,tumor
155652,fpnegoob-1,tumor
155653,fpnelngi-1,tumor
155654,fpnemaaa-1,tumor
155655,fpnenijf-1,tumor
155656,fpnfanef-1,tumor
155657,fpnfbhpg-1,endothelial
155658,fpnffhco-1,fibroblast
155659,fpnfgelb-1,tumor
155660,fpnfjfop-1,macrophage
155661,fpnfkbop-1,tumor
155664,fpngblmh-1,fibroblast
155665,fpngcicp-1,tumor
155666,fpngdmbm-1,tumor
155667,fpngfdfk-1,tumor
155668,fpnggkna-1,tumor
155671,fpnhdkom-1,tumor
155673,fpnhhgkb-1,tumor
155676,fpnifjgi-1,tumor
155677,fpnignml-1,tumor
155678,fpnihmci-1,tumor
155679,fpnipbgg-1,tumor
155680,fpnjabmd-1,tumor
155681,fpnjdkbn-1,tumor
155682,fpnjfndj-1,tumor
155683,fpnjjnkf-1,tumor
155684,fpnjnamp-1,tumor
155685,fpnkhadk-1,tumor
155686,fpnkkcgp-1,macrophage
155687,fpnkkmpf-1,monocyte
155690,fpnkocil-1,tumor
155691,fpnlccak-1,tumor
155692,fpnlfnje-1,tumor
155693,fpnlimcg-1,tumor
155695,fpnmagio-1,tumor
155696,fpnmbfnd-1,mixed_APC
155697,fpnmhdek-1,tumor
155699,fpnmlfdd-1,mixed_immune
155701,fpnmmkmj-1,tumor
155702,fpnmnpab-1,tumor
155703,fpnmofie-1,tumor
155705,fpnnchei-1,fibroblast
155706,fpnnepdk-1,macrophage
155707,fpnnilea-1,fibroblast
155708,fpnnlekb-1,tumor
155709,fpnnnafd-1,tumor
155710,fpnnnfdd-1,tumor
155711,fpnnngnl-1,endothelial
155712,fpnnpcbn-1,mixed_immune
155713,fpnoalbd-1,tumor
155714,fpnoammp-1,fibroblast
155715,fpnofkid-1,tumor
155716,fpnofpmm-1,tumor
155718,fpnoldoi-1,tumor
155719,fpnonhoa-1,tumor
155720,fpnonhpb-1,tumor
155721,fpnpjicn-1,tumor
155723,fpnpncmd-1,tumor
155724,fpnpnebi-1,tumor
155725,fpoaakbh-1,tumor
155726,fpoadlbh-1,tumor
155727,fpoadlol-1,tumor
155728,fpoajelk-1,tumor
155729,fpoakpgn-1,tumor
155730,fpoalnpe-1,tumor
155731,fpoamcgi-1,tumor
155732,fpoanalm-1,endothelial
155733,fpoangeh-1,fibroblast
155734,fpoapkao-1,tumor
155735,fpobahln-1,tumor
155736,fpobakhb-1,tumor
155737,fpobckej-1,tumor
155738,fpobdahl-1,tumor
155739,fpobfaka-1,tumor
155741,fpocagdb-1,macrophage
155742,fpocbkpo-1,tumor
155743,fpocblon-1,tumor
155744,fpocdehb-1,tumor
155745,fpocdfim-1,mixed_APC
155746,fpocggcl-1,tumor
155747,fpociofl-1,tumor
155748,fpoclopn-1,tumor
155749,fpodamgh-1,endothelial
155750,fpodghfh-1,endothelial
155751,fpodglpf-1,endothelial
155752,fpodjcno-1,tumor
155753,fpodkeia-1,tumor
155754,fpodkpgc-1,fibroblast
155755,fpodnlla-1,tumor
155756,fpodojfe-1,fibroblast
155757,fpoecpmc-1,DC
155758,fpoefgcf-1,fibroblast
155759,fpoefoan-1,tumor
155761,fpoeifjo-1,tumor
155762,fpoelfmm-1,tumor
155763,fpoeoegm-1,tumor
155765,fpofffdp-1,tumor
155766,fpoffnem-1,tumor
155767,fpoffpll-1,macrophage
155768,fpofjopo-1,tumor
155769,fpoflfcj-1,tumor
155770,fpofoipd-1,fibroblast
155772,fpogcbjp-1,tumor
155773,fpogglck-1,tumor
155774,fpoghjoi-1,tumor
155776,fpoglldh-1,mixed_immune
155777,fpogncpl-1,endothelial
155778,fpohagee-1,tumor
155780,fpohhaib-1,tumor
155781,fpohodaa-1,tumor
155782,fpohommp-1,tumor
155784,fpoidcjc-1,fibroblast
155786,fpoijnlb-1,endothelial
155788,fpoilkhh-1,tumor
155789,fpojadef-1,tumor
155790,fpojanam-1,tumor
155791,fpojbcii-1,macrophage
155792,fpojbckh-1,tumor
155793,fpojhkhj-1,tumor
155794,fpojjmop-1,CD4 EM
155795,fpojlgjm-1,tumor
155796,fpojpomo-1,endothelial
155797,fpokghil-1,tumor
155798,fpokicfb-1,tumor
155799,fpokjfdc-1,macrophage
155800,fpokljpd-1,monocyte
155801,fpokmlei-1,plasma b
155802,fpoknpki-1,tumor
155803,fpokoeie-1,tumor
155804,fpolboah-1,tumor
155805,fpolcahi-1,tumor
155807,fpolkham-1,tumor
155808,fpolkpfj-1,tumor
155810,fpolodjn-1,mixed_APC
155811,fpomcfeh-1,tumor
155812,fpomfeop-1,tumor
155814,fpomlbnp-1,tumor
155815,fpomlkpn-1,tumor
155816,fpomoabk-1,tumor
155817,fpomoeip-1,tumor
155819,fponbmmi-1,tumor
155820,fponggnd-1,fibroblast
155821,fponhlbp-1,tumor
155822,fponlkki-1,tumor
155823,fpooabmj-1,tumor
155824,fpoobcfn-1,tumor
155825,fpoodlhd-1,tumor
155826,fpooedch-1,tumor
155827,fpooldnp-1,fibroblast
155828,fpoonhfb-1,tumor
155829,fpoonkbf-1,tumor
155830,fpopbllc-1,tumor
155831,fpopddki-1,tumor
155832,fpopdghd-1,tumor
155833,fpopdinn-1,tumor
155834,fpopehef-1,tumor
155835,fpopghol-1,tumor
155836,fpophjgj-1,tumor
155837,fpopjlae-1,tumor
155838,fpopmlio-1,tumor
155839,fpopokep-1,plasma b
155840,fppacabc-1,macrophage
155841,fppacpmo-1,tumor
155842,fppaegme-1,tumor
155843,fppaeimh-1,tumor
155844,fppafpgn-1,tumor
155845,fppagnif-1,tumor
155846,fppajpgd-1,tumor
155848,fppaniff-1,tumor
155849,fppapdkf-1,tumor
155850,fppbaiie-1,tumor
155851,fppbakno-1,tumor
155852,fppbbkbk-1,mixed_APC
155854,fppbgmlj-1,tumor
155855,fppbhnni-1,tumor
155856,fppbmaaf-1,tumor
155857,fppbmdji-1,tumor
155858,fppbpben-1,mixed_immune
155859,fppbpfff-1,tumor
155860,fppbpiba-1,mixed_APC
155862,fppcfhii-1,tumor
155863,fppcgnbi-1,tumor
155864,fppchage-1,endothelial
155865,fppchpll-1,tumor
155866,fppcpieg-1,tumor
155867,fppdepim-1,CD4 Treg
155868,fppdhddl-1,tumor
155869,fppdkbbm-1,tumor
155871,fppdnopc-1,tumor
155872,fppdnpba-1,tumor
155873,fppdohib-1,tumor
155874,fppefcip-1,fibroblast
155875,fppekneg-1,fibroblast
155876,fppfmkmk-1,fibroblast
155877,fppfnbkj-1,fibroblast
155878,fppfncnm-1,tumor
155880,fppfpmmp-1,tumor
155881,fppgalih-1,fibroblast
155882,fppgbpin-1,tumor
155883,fppgfcaj-1,mixed_APC
155884,fppglofg-1,mesenchymal
155885,fppgmiho-1,tumor
155886,fppgnale-1,tumor
155887,fppgnkda-1,fibroblast
155888,fppgojma-1,mixed_immune
155889,fppgonjl-1,tumor
155890,fppgooaa-1,tumor
155891,fppgpbic-1,tumor
155892,fpphabjf-1,tumor
155894,fpphigma-1,tumor
155895,fpphjjig-1,tumor
155896,fpphnloc-1,tumor
155901,fppjbkme-1,tumor
155902,fppjfppc-1,tumor
155904,fppkbcnb-1,tumor
155905,fppkbnaj-1,CD4 N/CM
155906,fppkboph-1,tumor
155907,fppkgnki-1,tumor
155909,fppkjnhb-1,mixed_immune
155910,fppklplc-1,tumor
155911,fppknbjg-1,tumor
155913,fpplbnog-1,mixed_APC
155914,fppleamd-1,tumor
155915,fpplecpa-1,tumor
155916,fpplindb-1,tumor
155917,fppllhce-1,tumor
155918,fpplmobb-1,tumor
155919,fpploidf-1,tumor
155920,fpplokcg-1,endothelial
155921,fppmafdn-1,tumor
155922,fppmfeni-1,CD4 P/TEx
